-180.0000	-63.8319
-179.6667	-63.7877
-179.3822	-63.7508
-179.3333	-63.7438
-179.0000	-63.7237
-178.6667	-63.7297
-178.3333	-63.7492
-178.3217	-63.7508
-178.0000	-63.7942
-177.6667	-63.8547
-177.4054	-63.8978
-177.3333	-63.9080
-177.0000	-63.9308
-176.6667	-63.9106
-176.5822	-63.8978
-176.3333	-63.8577
-176.0000	-63.7896
-175.7994	-63.7508
-175.6667	-63.7290
-175.3333	-63.6959
-175.0000	-63.6803
-174.6667	-63.6674
-174.3333	-63.6542
-174.0000	-63.6350
-173.6868	-63.6029
-173.6667	-63.6007
-173.3333	-63.5537
-173.0000	-63.5055
-172.6667	-63.4574
-172.6490	-63.4544
-172.3333	-63.3984
-172.0000	-63.3327
-171.8456	-63.3050
-171.6667	-63.2737
-171.3333	-63.2227
-171.0000	-63.1773
-170.8387	-63.1549
-170.6667	-63.1299
-170.3333	-63.0798
-170.0000	-63.0290
-169.8453	-63.0040
-169.6667	-62.9721
-169.3333	-62.9085
-169.0649	-62.8522
-169.0000	-62.8355
-168.6667	-62.7473
-168.4941	-62.6998
-168.3333	-62.6499
-168.0000	-62.5553
-167.9647	-62.5465
-167.6667	-62.4730
-167.3333	-62.4228
-167.0000	-62.4038
-166.6667	-62.4085
-166.3333	-62.4153
-166.0000	-62.4150
-165.6667	-62.3998
-165.6078	-62.3924
-165.3333	-62.3512
-165.0000	-62.2776
-164.8462	-62.2375
-164.6667	-62.2013
-164.3333	-62.1285
-164.1418	-62.0819
-164.0000	-62.0619
-163.6667	-62.0203
-163.3333	-61.9905
-163.0000	-61.9747
-162.6667	-61.9695
-162.3333	-61.9720
-162.0000	-61.9784
-161.6667	-61.9841
-161.3333	-61.9818
-161.0000	-61.9623
-160.6667	-61.9333
-160.5870	-61.9254
-160.3333	-61.8969
-160.0000	-61.8607
-159.6667	-61.8195
-159.3830	-61.7681
-159.3333	-61.7579
-159.0000	-61.6648
-158.8170	-61.6100
-158.6667	-61.5535
-158.3333	-61.4574
-158.2991	-61.4511
-158.0000	-61.3981
-157.6667	-61.3479
-157.3333	-61.2961
-157.3056	-61.2914
-157.0000	-61.2427
-156.6667	-61.1831
-156.3816	-61.1309
-156.3333	-61.1111
-156.0619	-60.9696
-156.0000	-60.9077
-155.9144	-60.8074
-155.9262	-60.6444
-155.7848	-60.4806
-155.6667	-60.4057
-155.5386	-60.3159
-155.3333	-60.2361
-155.1123	-60.1504
-155.0000	-60.1079
-154.6667	-59.9859
-154.6611	-59.9841
-154.3333	-59.8622
-154.1874	-59.8169
-154.0000	-59.7342
-153.7432	-59.6489
-153.6667	-59.6202
-153.3835	-59.4801
-153.3333	-59.4512
-153.1531	-59.3104
-153.0000	-59.1626
-152.9805	-59.1398
-152.6667	-59.0172
-152.5126	-58.9684
-152.3333	-58.9160
-152.0000	-58.8313
-151.8684	-58.7961
-151.6667	-58.7333
-151.3346	-58.6230
-151.3333	-58.6222
-151.0617	-58.4490
-151.0000	-58.4025
-150.8049	-58.2742
-150.6667	-58.1718
-150.5433	-58.0984
-150.3333	-58.0008
-150.1535	-57.9218
-150.0000	-57.8729
-149.7102	-57.7444
-149.6667	-57.7246
-149.3584	-57.5660
-149.3333	-57.5527
-149.0000	-57.4165
-148.8644	-57.3868
-148.6667	-57.3596
-148.3333	-57.3331
-148.0000	-57.3255
-147.6667	-57.3324
-147.3333	-57.3360
-147.0000	-57.3336
-146.6667	-57.3221
-146.3333	-57.3004
-146.0000	-57.2626
-145.6960	-57.2067
-145.6667	-57.2002
-145.3333	-57.1217
-145.0000	-57.0333
-144.9671	-57.0258
-144.6667	-56.9461
-144.3333	-56.8876
-144.0000	-56.8550
-143.6667	-56.8715
-143.3333	-56.9512
-143.1262	-57.0258
-143.0000	-57.0624
-142.6667	-57.1390
-142.4042	-57.2067
-142.3333	-57.2287
-142.0000	-57.3755
-141.9760	-57.3868
-141.6667	-57.5384
-141.6033	-57.5660
-141.3333	-57.6710
-141.1108	-57.7444
-141.0000	-57.7811
-140.6667	-57.8706
-140.4558	-57.9218
-140.3333	-57.9634
-140.0000	-58.0774
-139.9419	-58.0984
-139.6974	-58.2742
-139.6667	-58.2982
-139.4426	-58.4490
-139.3333	-58.5119
-139.0521	-58.6230
-139.0000	-58.6352
-138.6667	-58.6994
-138.3333	-58.7539
-138.0711	-58.7961
-138.0000	-58.8070
-137.6667	-58.8645
-137.3333	-58.9281
-137.0752	-58.9684
-137.0000	-58.9861
-136.6667	-59.0788
-136.4817	-59.1398
-136.3502	-59.3104
-136.3333	-59.3188
-136.0000	-59.4620
-135.9538	-59.4801
-135.6667	-59.5672
-135.3962	-59.6489
-135.3333	-59.6652
-135.0000	-59.7486
-134.7230	-59.8169
-134.6667	-59.8309
-134.3333	-59.9079
-134.0000	-59.9744
-133.9476	-59.9841
-133.6667	-60.0467
-133.3461	-60.1504
-133.3333	-60.1591
-133.1418	-60.3159
-133.0000	-60.4368
-132.9574	-60.4806
-132.8364	-60.6444
-132.6667	-60.7815
-132.6264	-60.8074
-132.3333	-60.9473
-132.2371	-60.9696
-132.0000	-61.0190
-131.6667	-61.0467
-131.3333	-61.0636
-131.0000	-61.1018
-130.8607	-61.1309
-130.6667	-61.2134
-130.5236	-61.2914
-130.3333	-61.4037
-130.2713	-61.4511
-130.1020	-61.6100
-130.0000	-61.7120
-129.9539	-61.7681
-129.8636	-61.9254
-129.8447	-62.0819
-129.9042	-62.2375
-130.0000	-62.3877
-130.0031	-62.3924
-130.0996	-62.5465
-130.1164	-62.6998
-130.0656	-62.8522
-130.0000	-62.9339
-129.9419	-63.0040
-129.7734	-63.1549
-129.6667	-63.2231
-129.4864	-63.3050
-129.3333	-63.3636
-129.0229	-63.4544
-129.0000	-63.4614
-128.6667	-63.5637
-128.5607	-63.6029
-128.3360	-63.7508
-128.3333	-63.7532
-128.1957	-63.8978
-128.1086	-64.0441
-128.0000	-64.1464
-127.9543	-64.1896
-127.6764	-64.3343
-127.6667	-64.3384
-127.3395	-64.4783
-127.3333	-64.4811
-127.0420	-64.6216
-127.0000	-64.6400
-126.7076	-64.7641
-126.6667	-64.7823
-126.3333	-64.9006
-126.3154	-64.9058
-126.0000	-65.0083
-125.8701	-65.0468
-125.6667	-65.1290
-125.5149	-65.1871
-125.3333	-65.2414
-125.0120	-65.3266
-125.0000	-65.3301
-124.6667	-65.3702
-124.3333	-65.4357
-124.1845	-65.4654
-124.0000	-65.5030
-123.6667	-65.5948
-123.6327	-65.6034
-123.3333	-65.6948
-123.1837	-65.7407
-123.0000	-65.7909
-122.7063	-65.8773
-122.6667	-65.8880
-122.3333	-65.9665
-122.1184	-66.0132
-122.0000	-66.0355
-121.6667	-66.1080
-121.5069	-66.1483
-121.3333	-66.1864
-121.0000	-66.2551
-120.8477	-66.2828
-120.6667	-66.3115
-120.3333	-66.3607
-120.0000	-66.4007
-119.8115	-66.4165
-119.6667	-66.4285
-119.3333	-66.4445
-119.0000	-66.4525
-118.6667	-66.4586
-118.3333	-66.4726
-118.0000	-66.4978
-117.6667	-66.5306
-117.5100	-66.5495
-117.3333	-66.5707
-117.0000	-66.6151
-116.6667	-66.6548
-116.4852	-66.6818
-116.3333	-66.7058
-116.0000	-66.7570
-115.6667	-66.7988
-115.5133	-66.8134
-115.3333	-66.8295
-115.0000	-66.8616
-114.6667	-66.8886
-114.3333	-66.9153
-114.0000	-66.9431
-113.9863	-66.9443
-113.6667	-66.9707
-113.3333	-66.9936
-113.0000	-67.0248
-112.6667	-67.0611
-112.5438	-67.0745
-112.3333	-67.1004
-112.0000	-67.1336
-111.6667	-67.1665
-111.3333	-67.1959
-111.2271	-67.2040
-111.0000	-67.2233
-110.6667	-67.2499
-110.3333	-67.2759
-110.0000	-67.3009
-109.7010	-67.3328
-109.6667	-67.3363
-109.3333	-67.3795
-109.0000	-67.4247
-108.7107	-67.4609
-108.6667	-67.4659
-108.3333	-67.5037
-108.0000	-67.5378
-107.6667	-67.5702
-107.4970	-67.5883
-107.3333	-67.6065
-107.0000	-67.6416
-106.6667	-67.6744
-106.3333	-67.7112
-106.3030	-67.7151
-106.0000	-67.7520
-105.6667	-67.7905
-105.3333	-67.8240
-105.1266	-67.8411
-105.0000	-67.8512
-104.6667	-67.8714
-104.3333	-67.8818
-104.0000	-67.8824
-103.6667	-67.8734
-103.3333	-67.8571
-103.0000	-67.8421
-102.9716	-67.8411
-102.6667	-67.8303
-102.3333	-67.8271
-102.0000	-67.8327
-101.7336	-67.8411
-101.6667	-67.8434
-101.3333	-67.8600
-101.0000	-67.8837
-100.6667	-67.9075
-100.3333	-67.9300
